"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"1792","411621494","1101896959512768512",2019-03-02 17:28:02,"judymorris3","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine #Vaccines https://t.co/V8VU4dLs0i","Facebook",-75.5276699,38.9108325,"4362 Gun and Rod Club Rd, Houston, DE 19954, USA","Delaware"
"1793","105135924","1102183291661230080",2019-03-03 12:25:48,"fredvries","Why Influenza Vaccines do not work as well in the elderly. A new column. See here: https://t.co/bw7VOe9P02 https://t.co/0MupKDxuPu","Twitter Web Client",-97.6961026,26.1906306,"302 S Commerce St, Harlingen, TX 78550, USA","Texas"
"1795","4857869110","1102176864020267008",2019-03-03 12:00:16,"o2real365","Flu Season is Here - Protect Yourself! EMS Influenza Protection Kits • Global-Tec Enterprises Inc https://t.co/TyATwMCuEJ #Flu #Colds #Influenza #EMS #Paramedics #Paramedic #Safety #FirstAid https://t.co/SHrSE46AaL","Dropial APP new",-81.9320482,34.9495672,"115 W Main St, Spartanburg, SC 29306, USA","South Carolina"
"1796","4857869110","1101233128146788352",2019-02-28 21:30:12,"o2real365","Influenza Protection Kits • Global-Tec Enterprises https://t.co/TyATwMCuEJ #ems #emergency #medical #firstaid #flu #emergencymedical #EMT https://t.co/TyK6iVC5kH","Dropial APP new",-81.9320482,34.9495672,"115 W Main St, Spartanburg, SC 29306, USA","South Carolina"
"1799","1101743074429095937","1102077421841498117",2019-03-03 05:25:07,"BertrandSandjo2","Quick Facts About the Flu:

There are 16 different hemagglutinin subtypes and 9 different neuraminidase subtypes. The current subtypes of influenza A viruses circulating widely among humans are A (H1N1) and A(H3N2).

Visit us at https://t.co/ejq5rvUxKE","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1800","1101743074429095937","1102076596482117633",2019-03-03 05:21:50,"BertrandSandjo2","Quick Facts About the Flu:

Influenza A viruses are further divided into subtypes based on two viral surface glycoproteins: the hemagglutinin (H) and the neuraminidase (N).","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1801","1101743074429095937","1102077829653647361",2019-03-03 05:26:44,"BertrandSandjo2","Quick Facts About the Flu:

Humans are normally infected by human influenza viruses (H3N2, H1N1 and B) and form the primary reservoir for these human viruses.

Visit us at https://t.co/ejq5rvUxKE","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1802","1101743074429095937","1102075439810531328",2019-03-03 05:17:15,"BertrandSandjo2","Quick Facts About the Flu:

Three types of seasonal influenza viruses viruses are recognized: A, B, and C.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1803","1101743074429095937","1102075688851554304",2019-03-03 05:18:14,"BertrandSandjo2","Quick Facts About the Flu:

Only influenza A and influenza B viruses are included in seasonal influenza vaccines.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1804","1101743074429095937","1102072510517035013",2019-03-03 05:05:36,"BertrandSandjo2","Quick Facts About the Flu:

Influenza may be clinically indistinguishable from disease caused by other respiratory viruses, such as rhinovirus, RSV, parainfluenza, adenovirus, and other pathogens.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1805","1101743074429095937","1102072086959403008",2019-03-03 05:03:55,"BertrandSandjo2","Quick Facts About the Flu:

Seasonal Influenza is characterized by fever, cough (usually dry), headache, myalgia, prostration, coryza, and sore throat.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1806","1101743074429095937","1102074923995013120",2019-03-03 05:15:12,"BertrandSandjo2","Quick Facts About the Flu:

Although seasonal influenza deaths can occur in any age group, over 90% of influenza deaths occur among those aged 65 years and older.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1807","1101743074429095937","1102074710026842117",2019-03-03 05:14:21,"BertrandSandjo2","Quick Facts About the Flu:

Secondary complications of influenza also include Reye syndrome in association with use of Salicylates.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1808","1101743074429095937","1102074105795436544",2019-03-03 05:11:57,"BertrandSandjo2","Quick Facts About the Flu:

Secondary complications of influenza include bacterial pneumonia, including co-infection with MRSA and S. pneumonia; viral pneumonia; worsening of underlying conditions; sinusitis; otitis media; febrile seizures; encephalitis/encephalopathy; myositis.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1809","1101743074429095937","1102073114459021312",2019-03-03 05:08:00,"BertrandSandjo2","Quick Facts About the Flu:

In children, gastrointestinal (GI) manifestation (nausea, vomiting, diarrhea) may accompany the respiratory phase and have been reported in up to 25% of children in school outbreaks of influenza B and A (H1N1). GI manifestation are uncommon in adults.","Twitter Web Client",-101.8551665,33.5778631,"Ave. Q & 19th, Lubbock, TX 79411, USA","Texas"
"1811","17787566","1102057646553792512",2019-03-03 04:06:32,"Rocketman46","Bestselling Author William Hazelgrove Interviewed for Smithsonian Channel Documentary on Influenza https://t.co/ZaujxBmTQY","SocialOomph",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"1812","2658399801","1102056585822720002",2019-03-03 04:02:19,"abigailvenlet","someone come give me influenza or the plague or something so i don’t have to go to class or finish my homework for monday","Twitter for iPhone",-86.1089301,42.7875235,"265 S River Ave, Holland, MI 49423, USA","Michigan"
"1813","955261949880619008","1102052565154443264",2019-03-03 03:46:21,"tlsday1p1","@AJA_Cortes Most of it is influenza. I get that voluntarily each year because flu sucks and is much worse than any vaccine complication I’ve seen.","Twitter for iPhone",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"1814","1092130691544866816","1102048349987848192",2019-03-03 03:29:36,"DeepaDNanayakk1","Vaccinating our transplant recipients is so important! 5-Year Prospective Multicenter Evaluation of Influenza Infection in Transplant Recipients https://t.co/o8DLXl6oxl @jschaenman","Twitter for iPhone",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"1817","456551945","1102040800320540672",2019-03-03 02:59:36,"ArtieBucky","“Vaccinate your fucking kids so they don’t end up like Edward Cullen dying of Spanish Influenza and becoming a vampire” https://t.co/fAzwRfBUnl","Twitter for iPhone",-79.9958864,40.4406248,"572-598 Grant St, Pittsburgh, PA 15219, USA","Pennsylvania"
"1818","1099058876","1102037097697837056",2019-03-03 02:44:53,"KiniroTonada","All these broke takes on why healthcare isn't a ""right""

Yet none of this folks ever think about worst case scenarios that could cascade out of control with drug resistant disease, the increasing potentcy of influenza.

Only to respond with ""uhhh y didn't u go to the doctor?""

🤔","Twitter for Android",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"1819","227758329","1102034826494906368",2019-03-03 02:35:52,"RBrownKCfan7","@insert_funny I've got type B influenza myself 🤒","Twitter for Android",-95.3696909,35.7478769,"105 S Main St, Muskogee, OK 74401, USA","Oklahoma"
"1822","807986879912177664","1102026788568530944",2019-03-03 02:03:55,"mack_story","NOT MY INTENTION TO BE UNDER THE INFLUENZA OR 2 SEE DAT","Twitter for iPhone",-71.0723391,42.5039395,"8 Avon St, Wakefield, MA 01880, USA","Massachusetts"
"1823","3225535021","1102024868789346304",2019-03-03 01:56:18,"michellestodden","Saturday: Day 4 of Influenza A for my kid. She's *finally* on the mend. Whew. I feel safe to relax a bit, have a session IPA, and begin the #masterclass  by @neilhimself. I think I might just have a happy night ahead of me.","Twitter Web Client",-114.06719,36.805531,"51 E 1st N St, Mesquite, NV 89027, USA","Nevada"
"1826","14945973","1102024741018202112",2019-03-03 01:55:47,"jtdanza","Nonpolitical health warning: I have been in the hospital with Influenza B &amp; pneumonia. Hit hard and fast...only indication was a deep cough I could feel down into my lower lobes. Be very careful. Doc says this is on the 'uptick'. Nasty bug!! I pray none of you get it!","Twitter Web Client",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"1827","444378105","1100772963207602178",2019-02-27 15:01:40,"OrganicLiveFood","Info: #Organic St. Johns Wort extract is known 2fight against #depression, #influenza, #HIV, #Cold n #flu: #Herbs https://t.co/lNMxMyZk6O","IFTTT",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1828","444378105","1102022204315877376",2019-03-03 01:45:42,"OrganicLiveFood","St Johns Wort can fight #depression, #influenza n HIV n #Garlic is known 4its anti-fungal n #antibacterial properties https://t.co/72T8xCWsEu","IFTTT",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1829","75335538","1102020769587056641",2019-03-03 01:40:00,"marileeaandrews","The flu NEVER LOOKED SO GOOD #loveisintheair so is #influenza 🤒💕 https://t.co/e4rlOp9f1B","Instagram",-91.1871466,30.4514677,"401 Main St, Baton Rouge, LA 70802, USA","Louisiana"
"1831","49891145","1102019519718010882",2019-03-03 01:35:02,"kaivac","It’s influenza season and the school cleaning staff is the first line of defense. Give your school the tools to the fight to flu &gt;&gt; https://t.co/OETD66TrEV https://t.co/6vGIzUSidM","Sprout Social",-84.5613355,39.3995008,"219 High St, Hamilton, OH 45011, USA","Ohio"
"1834","2634068305","1102018104064921600",2019-03-03 01:29:25,"Joshisforreal","Influenza.","Twitter for Android",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1841","16352803","1101977874209206272",2019-03-02 22:49:33,"omgdalton","@Blkvelvt87 @Kessol @fred_guttenberg Annual deaths in the USA:
Heart disease- 614,000
Cancer- 591,000
Medical malpractice- 250,000
Chronic lower respiratory disease- 147,000
Accidents- 136,000
Stroke- 133,000
Alzheimer’s- 93,000
Diabetes- 76,000
Influenza and pneumonia- 55,000
Kidney disease- 48,000","Twitter for iPhone",-120.8958242,38.8375215,"6014 Prospectors Rd, Garden Valley, CA 95633, USA","California"
"1842","16352803","1102013573042122752",2019-03-03 01:11:24,"omgdalton","@Lamont_Mark @retort_the @RealLonestarTX @dudley_duckpin @Tulli_ToolBox @Badams820 @TessaHCunningh4 @HaymanWood @glenn_wofford @copensax @BlueTRex1 @Spence_74 @ChangeTheLAUSD @KrispKiwi @patriot_victor @Nanook1234_ @ProSecondAmen @CZ805BREN @Dstroyr_U2b @AdamPiersen @teacher_mama3 @Sporty1546 @NRA @waynelapierrejr @realDonaldTrump @GOP @Scotus Annual deaths in the USA:
Heart disease- 614,000
Cancer- 591,000
Medical malpractice- 250,000
Chronic lower respiratory disease- 147,000
Accidents- 136,000
Stroke- 133,000
Alzheimer’s- 93,000
Diabetes- 76,000
Influenza and pneumonia- 55,000
Kidney disease- 48,000
Suicide- 42,000","Twitter for iPhone",-120.8958242,38.8375215,"6014 Prospectors Rd, Garden Valley, CA 95633, USA","California"
"1843","385237474","1102011439894679552",2019-03-03 01:02:56,"EricaBastow","@fl_west @ThatEricAlper My grandma's sister, Rhoda, died at age 28 during the Spanish influenza outbreak, in 1919. I have a diary from my grandmother that tells of her heartbreak that terrible year.😪","Twitter for Android",-81.5157535,27.6648274,"Avon Park, FL 33825, USA","Florida"
"1844","861971473","1102011271157895168",2019-03-03 01:02:16,"chekuelo","Fui a una clinica privada hispana según porque era barata..
Me chingaron con 250 dllrs  2 inyecciones y  un test se influenza.. me salia mas barato irme a piedras 🤦🏻‍♂️","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1850","964411521135595525","1102005259130540032",2019-03-03 00:38:22,"DeputyHottle","@El_Influenza Small world! I’ve been to Clarksburg for a few appointments myself.","Twitter for iPhone",-79.0716958,38.149576,"29 E Beverley St, Staunton, VA 24401, USA","Virginia"
"1851","964411521135595525","1100912333713489920",2019-02-28 00:15:28,"DeputyHottle","@El_Influenza @jamesrtyson8 @MikeMuscutt @FCSO_S6 @IrishHammerMMA @LBaby1230 @PenceWilco @BomerKelli @lt_gray @officer_jill @OfficerAverage @Ofc_KatherineR @Pf_Police @fcsok92 @Ally_Roy @CCSODeputies @FPChief @K9Sid @OfcJMercado @johneo09 @K9Ton @DISDPD_AChiefJR @DISDPD_LTJC @SheriffGroves Here in the Panhandle, we recently signed a multi-jurisdictional agreement. Due to being short staffed, we are now deputized in all 3 counties. We obviously do not patrol other counties, but when it comes to mutual aid it’s much easier now. We have the discretion.","Twitter for iPhone",-79.0716958,38.149576,"29 E Beverley St, Staunton, VA 24401, USA","Virginia"
"1852","964411521135595525","1102004818552459264",2019-03-03 00:36:37,"DeputyHottle","@El_Influenza Martinsburg, WV.","Twitter for iPhone",-79.0716958,38.149576,"29 E Beverley St, Staunton, VA 24401, USA","Virginia"
"1855","2959039741","1102002518714998784",2019-03-03 00:27:29,"jeffblev","@J_Dot_J @HaygoodLaw It’s scary having a youngin’ with influenza. Hopefully the shot keeps it suppressed.","Twitter for iPhone",-90.2012239,38.4436637,"207 N Main St, Columbia, IL 62236, USA","Illinois"
"1856","824685699601293312","1101995750509015040",2019-03-03 00:00:35,"drglasner","Future directions involve determining what these model predictions really mean, as well as evaluating the effect of climate change on influenza.","Twitter for iPhone",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"1857","824685699601293312","1101995743798157312",2019-03-03 00:00:34,"drglasner","Ambient climate conditions determine how long viruses persist in the environment (i.e. from sneezing or coughing). Cold, day conditions favor survival of influenza virus in the environment.","Twitter for iPhone",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"1859","5398862","1101984567869632512",2019-03-02 23:16:09,"ReginaPhelps","Curious about this flu season? We are in week #8 and Influenza activity remains elevated in the United States. Influenza A (H1N1), influenza A (H3N2) and influenza B viruses continue to co-circulate. The geographic spread of influe…https://t.co/Gqhxyah9tv https://t.co/nC1ueCpuq8","LinkedIn",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"1860","140142316","1101983989164920832",2019-03-02 23:13:51,"rbarishansky","A new #Influenza #pandemic ?  Here are the @WHO top 10 global health threats for 2019  https://t.co/D6fg24BOoF","Twitter Web Client",-77.1945247,41.2033216,"314 Shorecrest Ln, Linden, PA 17744, USA","Pennsylvania"
"1861","49780115","1101983160164909056",2019-03-02 23:10:33,"roughtradeX","All i can think of is all the Spanish Influenza being spread there. 😱 https://t.co/I0sW4REQAG","Twitter for Android",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1862","32715928","1101982335036203008",2019-03-02 23:07:17,"angel42710","Rockin the Influenza A. Yay!!! https://t.co/fBcvAvlIpZ","Instagram",-112.08411,41.1182767,"3024 W 300 N, West Point, UT 84015, USA","Utah"
"1863","30786867","1101981419369164801",2019-03-02 23:03:38,"Coleah","A new, more severe strain of influenza is making the rounds.

Forty-one (41) children have died so far this season. https://t.co/sB40A2p0C5","Facebook",-92.328842,38.97645,"616 Big Bear Blvd, Columbia, MO 65202, USA","Missouri"
"1864","880298580","1101981275550900225",2019-03-02 23:03:04,"Fliff96","@Shonib4u @JamesWa92323613 @DanAdSense @MonitaRajpal @AOC Look at all those ingredients that stop polio, small pox, influenza, etc.

You're too stupid to know what any of those chemicals are or what they do. You abuse your children.","Twitter for iPhone",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"1867","845689249","1101971752559800320",2019-03-02 22:25:14,"heckyessica","@El_Influenza Most nail places do eyebrow / lip waxing","Twitter for iPhone",-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA","Texas"
"1869","23765466","1101968014075928578",2019-03-02 22:10:22,"j9duffy","Good thing about having influenza A? Losing 5 pounds","Twitter for iPhone",-71.1564729,42.4153925,"730 Massachusetts Ave, Arlington, MA 02476, USA","Massachusetts"
"1870","23765466","1101232197263069184",2019-02-28 21:26:30,"j9duffy","What having influenza A looks like. #theworst https://t.co/3ijBdRAh3J","Twitter for iPhone",-71.1564729,42.4153925,"730 Massachusetts Ave, Arlington, MA 02476, USA","Massachusetts"
"1879","28673484","1101957000630554624",2019-03-02 21:26:36,"feelyourbest","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/cCZqVp2CCl","Facebook",-117.7197785,34.0966764,"315 N Indian Hill Blvd, Claremont, CA 91711, USA","California"
"1880","1100223393826263040","1101956196880273414",2019-03-02 21:23:25,"ERamosPhD","Jury is still out on influenza leading to neurodegenerative diseases but a great story about observation and investigation. Maybe broad, longitudinal data across large populations will help drive conclusions? https://t.co/Pjvaq6Yy59","Twitter for iPhone",-77.1527578,39.0839973,"S Washington St & Court House Sq, Rockville, MD 20850, USA","Maryland"
"1881","3341331351","1101952923767058432",2019-03-02 21:10:24,"mmfbunny","was sick, then I was sad and sick, then I was just sad, and now I have actual influenza A 🤒","Twitter for iPhone",-81.3792365,28.5383355,"2 W South St, Orlando, FL 32801, USA","Florida"
"1883","33447979","1101948884694249478",2019-03-02 20:54:21,"mikeyswalker","@leftarmisme You have influenza too like your daughter? Hope you get looked at","Twitter for iPhone",-97.2411054,37.7235157,"8310 E 21st St N, Wichita, KS 67206, USA","Kansas"
"1887","29264766","1101931863004848128",2019-03-02 19:46:43,"Quebeccca","Oops Influenza https://t.co/VMrZoDjFxq https://t.co/Bqi4fTNZ6d","WordPress.com",-83.7430378,42.2808256,"425 E Washington St, Ann Arbor, MI 48104, USA","Michigan"
"1888","1059530271765209090","1101928903784964098",2019-03-02 19:34:58,"fl_west","@ThatEricAlper This photo of my great-grandfather, who died during the Spanish Influenza pandemic over 100 years ago https://t.co/cd15VtNr3b","Twitter for Android",-82.6995443,27.8428025,"7751 49th St N, Pinellas Park, FL 33781, USA","Florida"
"1889","4183241656","1101926435604840449",2019-03-02 19:25:09,"gail_fab","PLZ WATCH GERMS FOR *LOW IMMUNITY** BABIES!! ESP WITH DOG *COLDS N INFLUENZA*DROPLETS* TO SPREAD EASILY TO THEM  IN YARD BY MANY*FECES/*URINE N *GERMS!!  NO IMMUNITY YET!! SHOULD BE WALKED IN CLEANER AREA,  FOR PUPS!! https://t.co/Bvy3WImsqE","Twitter Web App",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1890","4183241656","1100722005224103937",2019-02-27 11:39:11,"gail_fab","IS THIS THE DOGGIE*INFLUENZA*SEEN IN STH KOREA ALREADY? PLUS, A *DISINFECTION* MAY HELP KENNEL/* BEDDING/SECTIONS/OR EASIER SPRAY COLLOIDAL SILVER ON BEDDING+IN KENNEL/*DRY/CHEAPER TO BUY OWN MACHINE @ AMAZON OR OTHER/*AS BLEACH TOO POWERFUL DANGER FOR SO MANY DOGS &amp; BREATHE IN https://t.co/VP9Df8BSaS","Twitter Web App",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1891","4183241656","1101003180815667200",2019-02-28 06:16:28,"gail_fab","SHE SHOULD**NOT BE OUTSIDE**WITH PNEUMONIA, OR **INFLUENZA, GOOGLE IT,  IN THE COLD AIR//COLD AIR N **GERMS ON GROUND/*NOT WITH A COUGH THAT WILL **KILL HER!!  PLUS, SHE SHOULD BE*ISOLATED* FROM THE YARD WHERE SHE WILL*SPREAD* IT/ TO **MANY**DOGS FROM/DROPLETS/*ANY NEW RESCUES! https://t.co/fAwIF00QIG","Twitter Web App",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1893","32459909","1101924644095967233",2019-03-02 19:18:02,"TheIowaClinic","Influenza is actively spreading through the Des Moines metro. If you get it, follow these four tips. 🤒

Get more information on the flu 👇
https://t.co/j3OkTaNfOl https://t.co/eM0J4JPCI3","CoSchedule",-93.097702,41.8780025,"3291 Hart Ave, Melbourne, IA 50162, USA","Iowa"
"1894","560557453","1101921850181980160",2019-03-02 19:06:56,"Vomit911","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/gGZCwQLsaq","Twitter Web Client",-85.6023643,44.3148443,"Boon Township, MI, USA","Michigan"
"1897","3408024550","1101915746173677569",2019-03-02 18:42:41,"KimberlyMenegh2","@IronStache @JackieC1989 Z-Pack didn't do it for me. Now on Levaquin and prednisone burst. Influenza A, URI.","Twitter for Android",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"1898","133415705","1101913755590582274",2019-03-02 18:34:46,"gallus_pallas","Flu question: once you’ve had a particular strain, say H3N2, are you then immune to it thereafter? #flu #H3N2 #sick #influenza","Twitter for iPhone",-96.8345439,33.1515505,"8802 Coleman Blvd, Frisco, TX 75034, USA","Texas"
"1900","1691956068","1101910423694204928",2019-03-02 18:21:32,"AdamMeier20","@KentuckyRAG There isn’t just an extra $7m laying around at DPH—those resources would have to come from somewhere. Also competing for those resources are things like prevention of influenza, substance abuse, Hep C, HIV—all of which have comparable or higher mortality.","Twitter for iPhone",-84.4471633,39.0750607,"350 S Ft Thomas Ave, Fort Thomas, KY 41075, USA","Kentucky"
"1901","972531700902359042","1101907377413079040",2019-03-02 18:09:25,"vScienceBites","Theoretical vaccine-safety, theoretical vaccine-efficacy or the theoretical development of a “universal” influenza vaccine, have never been realized. Most of the “pie-in-the-sky” theories about a... https://t.co/Yu3rERzcxd","Facebook",-82.907123,40.4172871,"1664 Township Hwy 165, Ashley, OH 43003, USA","Ohio"
"1902","790071606697525249","1101907293891813376",2019-03-02 18:09:05,"ironlotus36","At the hospital with my momma. Influenza B sucks!! I hate seeing shíma like this.","Twitter for iPhone",-105.8700901,34.5199402,"Willard, NM 87063, USA","New Mexico"
"1904","41912351","1101906000439840769",2019-03-02 18:03:57,"EvelynPringle","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/eQXw5jgsMo","Facebook",-88.7878678,43.7844397,"Metomen, WI, USA","Wisconsin"
"1905","3472582894","1101905919993176064",2019-03-02 18:03:38,"rustinmooredvm","One of many examples of important work &amp; roles of @OSUVetCollege veterinarians &amp; researchers to advance animal &amp; human health, including infectious disease surveillance, containment, prevention (via vaccine development) &amp; more. @OhioVMA @AVMAvets @OhioState #OneHealth #influenza https://t.co/9Ot66t3Cqw","Twitter Web Client",-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA","Ohio"
"1906","2468447696","1101905288230301697",2019-03-02 18:01:07,"jennnn_idgaf","@hipsterocracy That sucks. My kid has influenza and strep throat right now 😫","Twitter for iPhone",-101.0020119,47.5514926,"Ali Market, N.D Road , Rahan, ND, United States","North Dakota"
"1916","1057027758574886912","1101889655711006721",2019-03-02 16:59:00,"PharmacyIcare","Influenza commonly known as ""flu"" affects millions of Canadians every year. 

 If you are also affected by cold and flu, then here are a few treatment options that you can try.

https://t.co/cGKHZtPDjh https://t.co/ZCS3b6N67F","Zoho Social",-118.3126739,34.083369,"5168 Melrose Ave, Los Angeles, CA 90038, USA","California"
"1917","2860928254","1101885795395403777",2019-03-02 16:43:40,"dr_dmorgan","Dealing with multiple small #influenza outbreaks in hospital/LTCF when widespread flu in community. 

Despite emphasis on #presenteeism I see staff coughing, using masks, looking sick. They say hard to find coverage. 

Any suggestions for system that works? @mike_edmond @eliowa","Twitter Web Client",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"1918","4705081039","1101878476431392768",2019-03-02 16:14:35,"Ryan_Mac_Phd","There were 15 influenza-associated pediatric fatalities reported. The new reports are shown in light blue and were distributed from weeks ending in Feb. 2nd - Feb. 23rd
That brings this season's total to 56 reported deaths. https://t.co/Kt2YbTt77K","Twitter for Android",-79.0558445,35.9131996,"22 S Columbia St, Chapel Hill, NC 27514, USA","North Carolina"
"1919","4705081039","1101878908646051840",2019-03-02 16:16:18,"Ryan_Mac_Phd","All data are subject to change as more data is collected. The information in this thread is publicly available through the @CDCFlu Weekly U.S. influenza Surveillance Report: 
https://t.co/TiF1QVDLii","Twitter for Android",-79.0558445,35.9131996,"22 S Columbia St, Chapel Hill, NC 27514, USA","North Carolina"
"1920","4705081039","1101877165350633475",2019-03-02 16:09:22,"Ryan_Mac_Phd","At a state-level view, influenza-like-illnesses activity was high in 33 states + New York City. Only 9 states reported low or minimal flu activity. https://t.co/HUwMArIerj","Twitter for Android",-79.0558445,35.9131996,"22 S Columbia St, Chapel Hill, NC 27514, USA","North Carolina"
"1921","4705081039","1101876707961774081",2019-03-02 16:07:33,"Ryan_Mac_Phd","The percentage of outpatient visits for influenza-like-illnesses was exactly 5%, or 1 in every 20 visits. This was the same as the previous week. 
For reference, there were 61,561 cases of influenza-like-illness reported for this week. https://t.co/TeMgmtvCbo","Twitter for Android",-79.0558445,35.9131996,"22 S Columbia St, Chapel Hill, NC 27514, USA","North Carolina"
"1922","24231190","1101878855114072065",2019-03-02 16:16:05,"DJGlittertitts","@WhiskeyAngel101 @tittersntweets @MrFeelgood19 Influenza B...mainly...lol.","Twitter for Android",-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA","Maryland"
"1923","3224684737","1100872099722256384",2019-02-27 21:35:36,"libertylives277","Doctrine of Original #Antigenic #Sin| Journal of #Infectious Diseases Oxford Academic| “Recent observations have provided convincing evidence that reduced #vaccine #effectiveness after sequential #influenza #vaccination is a real phenomenon.  #vaccineswork https://t.co/eOI9aRKEHn","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"1924","3224684737","1101878843487399938",2019-03-02 16:16:02,"libertylives277","Wild virus protects from subsequent #infection with #flu.  Natural or #vaccine-induced #antibody as a predictor of #immunity in the face of natural challenge with #influenza #viruses. #antigenic drift  #vaccine  https://t.co/n2yEu6q4nV","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"1926","1164927036","1101877248343330816",2019-03-02 16:09:42,"mad_sters","It's out! 2019 Recommended Adult Immunization Schedule @AnnalsofIM https://t.co/xD2uMsp4Fg - changes this year: live attenuated influenza vaccine is back (certain pops), homelessness added as HepA indication, new recombinant hep B (can be dosed twice) + tables by age &amp; condition https://t.co/gMzvnWy0US","Twitter Web Client",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"1927","1500157880","1101877112649199616",2019-03-02 16:09:10,"JoinAPPA","Bill would allow Florida pharmacists to treat influenza, strep throat https://t.co/3cimg93OWp","Facebook",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1928","1027272231880151040","1101873651421462529",2019-03-02 15:55:24,"Brittany_PA_C","The flu is still here. The ICU cases we are seeing are bad. ECMO bad. Diffuse alveolar hemorrhage bad. Death bad. 

Per @CDCFlu website, 7% of deaths in February were related to influenza &amp; pneumonia. #ICU #medicine #influenza","Twitter for iPhone",-82.3248262,29.6516344,"1-39 S Main St, Gainesville, FL 32601, USA","Florida"
"1929","2400352676","1101866056400941059",2019-03-02 15:25:14,"cohdychristians","@tatelangdvon È STATA LA MIA INFLUENZA, LO SO https://t.co/Xp2fgIsJ0g","Twitter for iPad",-121.9300787,37.369891,"Terminal A, 1701 Airport Blvd, San Jose, CA 95110, USA","California"
"1934","1208172060","1101859013849948160",2019-03-02 14:57:15,"dadwithabeard","I need a hazmat suit for work. All these guys getting different forms of sickness.  Sinus infections and a cough,  influenza, sore throat, stomach virus. I need a bubble with a decontamination chamber. I send them home, I dont care. Don't bring that shit to work.  Not today satan","Twitter for Android",-96.7025955,40.813616,"1273 P St, Lincoln, NE 68508, USA","Nebraska"
