"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"17","38096002","1104169959029116929",2019-03-09 00:00:07,"larrs56","@shelovesmae Do you plan on taking a break? Also going to the gym with the flu? Also congrats on your journey buddy bud!","Twitter for Android",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"19","52293877","1104169930965045249",2019-03-09 00:00:00,"KYWNewsradio","Health officials are watching a recent wave of illnesses from a nastier flu strain https://t.co/7V0q2b1KmK","TweetDeck",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"20","36445431","1104169930075922433",2019-03-09 00:00:00,"KION546","CDC: Flu season may not have peaked 
https://t.co/bJtmcuXfmY","SocialNewsDesk",-121.6555013,36.6777372,"1 Main St, Salinas, CA 93901, USA","California"
"21","275796604","1104169862476320768",2019-03-08 23:59:44,"BlankusMaximus","@universe Elizabeth won't get the stomach flu","Twitter for Android",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"22","931759128032182273","1104169852254801920",2019-03-08 23:59:41,"sadpisceshoe","The love of my life. Both dying from the stomach flu but he still managed to take care of me. I stan https://t.co/Ysj3njAwRC","Twitter for Android",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"23","14213226","1104169778799874050",2019-03-08 23:59:24,"elanaspantry","It’s the weekend and I have two incredibly nourishing healthy options for you! The first is my Keto Salt &amp; Pepper Cracker recipe if you’re in the mood for some low-carb baking. If like me you’ve got that sore throat-cold-flu thing that’s going around mak… https://t.co/LHH4bNAmC8 https://t.co/DgmdBlAN6i","IFTTT",-105.2705456,40.0149856,"1515 19th St, Boulder, CO 80302, USA","Colorado"
"24","804026064821485568","1104169615213711361",2019-03-08 23:58:45,"sarah_amelia__","i was so excited to come home. i get home and my whole damn family has the flu. happy spring break 🙄","Twitter for iPhone",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"25","162865780","1104169589968175104",2019-03-08 23:58:39,"Cryya16","Had a #sore 🔥🔥throat  that turned onto the #flu😧🤧 and put me off my feet for a week🔥🔥 but I am getting💪💪 #stronger day by day.","Twitter for Android",-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA","Michigan"
"26","1090645128476323840","1104169585794797568",2019-03-08 23:58:38,"keepingtempo","@of_ramblings I had the flu a week ago.....hated it.    It will go away lady...no worries😊😉","Twitter for Android",-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA","Texas"
"27","151170425","1104169574969282560",2019-03-08 23:58:35,"fdgifford","Power Thru Cold and Flu https://t.co/XuejgiGt1F #recipes #food #nutrition #smoothie","Google",-78.3858371,33.9732275,"4764 Main St, Shallotte, NC 28470, USA","North Carolina"
"28","65487788","1104169472183685120",2019-03-08 23:58:11,"sonjamsparks","So I had the flu and then moved straight into a nose/throat/ear infection. 

My life for five days has been tissues, copious amounts of medicine, vapor rub and crying.","Twitter for iPhone",-97.092877,35.0077519,"38582 Patterson Rd, Wanette, OK 74878, USA","Oklahoma"
"29","3112421878","1104169437635198976",2019-03-08 23:58:03,"intelOverwatch","US Government lifts ban to allow 'dangerous' bird flu experiments  - screw ups do happen https://t.co/LK1SF3vTQC via @MailOnline","Twitter for iPad",-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA","Texas"
"31","25367317","1104169314163187713",2019-03-08 23:57:33,"AddrianStorm","You wonder why these tech companies are trying to prevent people from telling the truth on vaccines?  

Because they stand to make BILLIONS from them.

Google invests in a British company developing first ever 'universal flu' vaccine https://t.co/sS4VRej5wG #QAnon #Q","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"32","3985595842","1104169127411937280",2019-03-08 23:56:49,"cobaker63","@1Romans58 True but they can make it very difficult I work at a hospital and if you don't get the flu shot you have to wear a mask from Dec. Until April ever though it's not government it's all connected","Twitter for Android",-82.9371409,42.4972583,"27311 Gratiot Ave, Roseville, MI 48066, USA","Michigan"
"34","998968263307603968","1104168736653750272",2019-03-08 23:55:15,"DaddyArchives","Ugh. The Flu is a bastard. First it hit the kid, then the baby, then the wife... you do the deduction on who was next in line. #SoColdAndHotAtTheSameTime","Twitter for iPhone",-78.6568942,37.4315734,"Woolridge Rd, Dillwyn, VA 23936, USA","Virginia"
"35","36084073","1104168718232367111",2019-03-08 23:55:11,"WGEM","Here's an update on the flu. Make sure you're protecting yourself by washing your hands and staying away from those who are sick https://t.co/GoMPlnfhou","SocialNewsDesk",-91.4098726,39.9356016,"339 Broadway St, Quincy, IL 62301, USA","Illinois"
"36","54386953","1104168556906844160",2019-03-08 23:54:33,"RealCandidCon","US Government lifts ban to allow 'dangerous' bird flu experiments https://t.co/Ru7ScyNxtK via @MailOnline","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"37","983687920669380609","1104168507414069248",2019-03-08 23:54:21,"DMVNephew","This Flu will not defeat me 🤒😩","Twitter for iPhone",-77.1310789,38.8502289,"5799 Leesburg Pike, Falls Church, VA 22041, USA","Virginia"
"38","1433601824","1104168471854645251",2019-03-08 23:54:12,"garner_melinda","@bosshogswife Pray you feel better, new flu bug going around","Twitter for Android",-86.1122071,35.1859163,"28 S Jefferson St, Winchester, TN 37398, USA","Tennessee"
"39","21482882","1104168412039835648",2019-03-08 23:53:58,"Danie25","@MeghanMcCain @WhoopiGoldberg In 2009 I was taking care of my brother who had Melanoma it was in his blood and bone he was 46, with twins 8 years old, every time he had chemotherapy he would get dehydrated we would end up in the ER. Apparently in the summer of 2009 I caught the flu while taking care of","Twitter for iPhone",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"40","490468276","1104168187464056832",2019-03-08 23:53:05,"AnnaEloyan1","Please help my son walk again! 3 years ago my son had flu vaccine. Shortly he was paralyzed and left him quadriplegic. We lost our income. We need to continue his therapy and save our house. Please help! God bless you and Thank you🙏 
@elonmusk 
#VaxWoke 

https://t.co/1iNiX5sYax","Twitter Web Client",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"41","490468276","1104090433653637120",2019-03-08 18:44:07,"AnnaEloyan1","Please help my son walk again! 3 years ago my son had a flu vaccine. Shortly after he was paralyzed and left him quadriplegic. We lost our income. We need to continue his therapy and save our house. Please help! God bless you and Thank you🙏 
https://t.co/1iNiX5sYax https://t.co/Pb4YTx9ZDK","Twitter Web Client",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"42","4926102197","1104168141222019073",2019-03-08 23:52:53,"rebecca_wayts","Update: it’s mono not flu and strep and I still want nachos https://t.co/TkHJWM8UnJ","Twitter for iPhone",-81.1053764,40.7297816,"207 W Lincolnway, Minerva, OH 44657, USA","Ohio"
"43","4926102197","1103857438657261568",2019-03-08 03:18:16,"rebecca_wayts","I’ve had the flu and strep for three days and all I can think about is nachos","Twitter for iPhone",-81.1053764,40.7297816,"207 W Lincolnway, Minerva, OH 44657, USA","Ohio"
"44","183262275","1104168133412249601",2019-03-08 23:52:52,"wbkotv","Flu still widespread in Kentucky https://t.co/RrDFzNIDXD","SocialNewsDesk",-86.4808043,36.9685219,"2417 Russellville Rd, Bowling Green, KY 42101, USA","Kentucky"
"45","854872641693523968","1104167437753335809",2019-03-08 23:50:06,"Kathy_Morgan11","This flu is no joke there's not a part of my body that isn't hurting 😭","Twitter for Android",-83.973813,37.700638,"134 Broadway St, Irvine, KY 40336, USA","Kentucky"
"46","2236539235","1104167424579043328",2019-03-08 23:50:03,"mclark_ljw","Flu may have peaked, but experts eye jump in nastier strain: https://t.co/53mr0NjpQ6 https://t.co/8JdYInNV7f","Buffer",-95.2352501,38.9716689,"636 Massachusetts St, Lawrence, KS 66044, USA","Kansas"
"48","4008936143","1104095082985279489",2019-03-08 19:02:35,"EATtheEDGES1st","Mom has the flu so here’s a picture of myself after a long week of trying to keep my Dad and I from getting it. 
MY NAME IS JOS JETT, DAUGHTER OF BARBER AL. I AM A HIGH FUNCTIONING NERVOUS WRECK. I AM JOS JETT. THIS IS MY FOREST 👊🏼
#mood #apocalypto #keeprunning https://t.co/E4rRskpwat","Twitter for iPhone",-80.4549026,38.5976262,"Unnamed Road, Hacker Valley, WV 26222, USA","West Virginia"
"49","4008936143","1104167380157116417",2019-03-08 23:49:52,"EATtheEDGES1st","@theoriginalbark Saddest part of the whole film 😢😭😢😭 btw, I think I have the flu 😬","Twitter for iPhone",-80.4549026,38.5976262,"Unnamed Road, Hacker Valley, WV 26222, USA","West Virginia"
"51","2508928776","1104167194013954048",2019-03-08 23:49:08,"IntroToMig","I’ve had the flu for four days and I’m so sick of it.","Twitter for iPhone",-98.4936282,29.4241219,"159 Dolorosa, San Antonio, TX 78205, USA","Texas"
"52","2376172591","1104167082822979585",2019-03-08 23:48:41,"hacapu","I’m having commitment issues with the flu, feel like I’ve been on the verge of vomiting for two weeks now but we just can’t take it to that next level","Twitter for iPhone",-82.0105148,33.4734978,"1010 Hickman Rd, Augusta, GA 30904, USA","Georgia"
"53","755818774079471616","1104166853755183104",2019-03-08 23:47:47,"babyname_maven","@YouAreAFartBag @NewAutismInfo Most deaths involve a preexisting condition; just like those who die of the flu or pneumonia these days.  Autism effects 1 in 50 kids.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"54","2600775714","1104166428297449473",2019-03-08 23:46:05,"1dTen","Things I wanted to do this weekend:
See Captain Marvel

Things I won't be doing this weekend:
Seeing Captain Marvel

Things I'll be doing instead:
getting wrecked by the flu","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"55","44540580","1104166328271691776",2019-03-08 23:45:41,"gholland04","2. Q-Drop 734

Experimental Drug Promises to Kill Flu Virus 

.. shortly after there is Announcements of such drugs in the works 

Coincidence? https://t.co/D2bSM3qjvm","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"56","741090475763859456","1104166307308716032",2019-03-08 23:45:36,"b3thhany","Did you get a flu shot this year?? (Im doing a research project)","Twitter for iPhone",-98.4842465,39.011902,"Pleasant, KS, USA","Kansas"
"57","3237502055","1104166194490290176",2019-03-08 23:45:09,"chefinawesome","Think the “flu” or whatever that was is dissipating. Maybe. Not holding on to that hope 🤞","Twitter for iPhone",-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA","Michigan"
"58","3237502055","1104116960843976704",2019-03-08 20:29:31,"chefinawesome","Happy #InternationalWomenDay2019 I have the flu I guess?","Twitter for iPhone",-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA","Michigan"
"59","250598102","1104166052668284930",2019-03-08 23:44:36,"PLATNUMENT","Flu don caught my ass","Facebook",-87.7828523,42.7261309,"614 Main St, Racine, WI 53403, USA","Wisconsin"
"60","3058814008","1104165990743662598",2019-03-08 23:44:21,"DaMajesticNegus","I turn 21 in 2 days, and I have the flu 🙃. Why is my life like this man 😭🤦🏾‍♂️","Twitter for iPhone",-84.3879824,33.7489954,"Georgia State Capitol, Atlanta, GA 30334, USA","Georgia"
"61","3255387590","1104165765849047040",2019-03-08 23:43:27,"Elijahcarey98","Stomach Flu Game https://t.co/1qZAKwcsjx","Twitter Web Client",-122.2711137,37.8043637,"1395 Broadway, Oakland, CA 94612, USA","California"
"62","764102607480557568","1104165629731442689",2019-03-08 23:42:55,"YSLHUNT","If i got the flu does it mean that I got flued out ?","Twitter for iPhone",-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA","Texas"
"63","96373498","1104165000036474885",2019-03-08 23:40:25,"Anglophile813","@HWarlow I love how he's changed some of the titles just a wee bit: ""Gone With the Wine"", ""Lord of the Pies"", ""One Flu Over the Cuckoo's Nest""...","Twitter for iPad",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"64","2317380589","1104164893891198977",2019-03-08 23:39:59,"SmileCentralNJ","In the winter, many people get sick more often. It is very important to change your toothbrush after having the flu or a cold. This will help prevent getting sick again. 
Stay healthy!

#sick #illness #winter #cold #flu #theflu #ill #toothbrush #scdnj https://t.co/UeJfmGECIE","LVX",-74.3300665,41.0031679,"88 Main St, Bloomingdale, NJ 07403, USA","New Jersey"
"65","1274278093","1104164655457546242",2019-03-08 23:39:02,"OKKaye924","@StabbyClown Hope you feel better soon. It hit me two weeks ago and is just now almost gone. And I hadn't had a cold or flu in 13 years!","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"66","36297832","1104164640110624773",2019-03-08 23:38:59,"MoonAngelWings","https://t.co/TQiytcDlB6 | Wichita, Kansas News, Weather, Sports - 2 children die from the flu at Wichita hospital     https://t.co/cCnTN2PjOh","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"67","3018628566","1104164525257969664",2019-03-08 23:38:31,"Michael81972","@covertress @TS_SCI_MAJIC12 Im thinking so,  weve  had multiple bird(avian) and swine flu warnings over last decade or so,  mad cow,  etc...","Twitter for iPhone",-97.092877,35.0077519,"38582 Patterson Rd, Wanette, OK 74878, USA","Oklahoma"
"68","982431175447851013","1104164420614270976",2019-03-08 23:38:06,"Chad4Jax","2nd wave of flu hitting southeast US. Wash ur hands. Stay home when sick. Tamiflu within 72 hours onset. #StoptheSpread. https://t.co/dA6BdDW9RQ","Twitter for iPhone",-81.6555607,30.3276337,"131 E Adams St, Jacksonville, FL 32202, USA","Florida"
"69","4460389937","1104164296609673216",2019-03-08 23:37:37,"MelissaMN82","You know #momflu like the flu only I still do everything while scrubbing my hands like I’m preparing for surgery every chance I get, huffing Lysol and suffocating so I don’t breath on a soul.","Twitter for iPhone",-79.0192997,35.7595731,"New Hope, NC, USA","North Carolina"
"70","66703055","1104164284723052544",2019-03-08 23:37:34,"ramya_shankar","You know what’s worse than my pity party recovering from a bout of flu? My 4.5 month old being diagnosed with the flu and being miserable! There is nothing worse than watching a sick infant suffer. Send good recovery vibes pls!","Twitter for iPhone",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"71","4223700543","1104164177634050049",2019-03-08 23:37:08,"talk_nyc","BAD NEWS - Just got over the 'slow flu' for last four days... 
Fever..aching joints...TROTTS... sweats... YECH !!  ;P
GOOD news - binged watched 'The First 48' and 'Live PD' @LivePDNation 
- and will be driving the cab in NYC for the next three days ! ;D https://t.co/LU68Yh10yf","Twitter Web Client",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"72","62404075","1104164078065467393",2019-03-08 23:36:45,"a_greenwood","Flu season may not have peaked, and there's another wave of severe infections underway, CDC says - CNN https://t.co/hr8zsGCnmO","Twitter for iPhone",-94.5785667,39.0997265,"1200 Oak St, Kansas City, MO 64106, USA","Missouri"
"73","397775935","1104164022369304583",2019-03-08 23:36:31,"JordiEscobedo","I think I have the flu now:(","Twitter for iPad",-88.2039607,41.8847507,"101 Main St, West Chicago, IL 60185, USA","Illinois"
"74","309799463","1104163795830743041",2019-03-08 23:35:37,"thebrightsea_","@daltonleesnow I just got OG while having the flu 😂","Twitter for iPhone",-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA","Oklahoma"
"75","309799463","1104055038790516743",2019-03-08 16:23:28,"thebrightsea_","@sarahturk00 LAST TIME I GOT THE FLU I HAD A FLU SHOT 8 YEARS AGO 😭","Twitter for iPhone",-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA","Oklahoma"
"76","178083491","1104163490879729664",2019-03-08 23:34:25,"RussTaylor622","Flu season continues with a second wave of severe flu infections happening, CDC says https://t.co/Fh4sZoJLca","Twitter Web Client",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"77","801068616","1104163245584203776",2019-03-08 23:33:26,"sorryimbai","Personally I don’t think it should be legal to do the flu test and the strep test right after each other. My life flashed before my eyes.","Twitter for iPhone",-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA","Oklahoma"
"78","855441162","1104163218514096128",2019-03-08 23:33:20,"solodj_","Life’s great. I just got the flu 👌🏾","Twitter for iPhone",-115.1398296,36.1699412,"160 N Las Vegas Blvd, Las Vegas, NV 89101, USA","Nevada"
"79","382827036","1104163098179588098",2019-03-08 23:32:51,"Hauwnted_","First #ApexLegends #Apex #BattleRoyal game back since I've had the flu https://t.co/TLVI2Z8cqF","Twitter Web Client",-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA","New York"
"80","18544212","1104163095512051714",2019-03-08 23:32:50,"zadidoll","@polarbelle123 Since I have Lupus I now have to be mindful of when I can get my shots. Flu is yearly, dtap &amp; pneumonia when it’s due. Got my dtap in 2017 &amp; that’s good for 10 years.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"81","18544212","1104140170176139265",2019-03-08 22:01:45,"zadidoll","A few years ago I caught the flu (the one year I didn’t get my flu vaccine) which led to pneumonia. Every breath in &amp; out is a stabbing sensation making breathing difficult. Since then I *try* to both my flu &amp; pneumonia vaccines. https://t.co/4tUXMu1Bm6","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"82","246124705","1104163042814844929",2019-03-08 23:32:38,"_ElizabethWyman","UPDATE: Rob Gray is out with the flu...not good for the Ants, as he leads the team in scoring with 17.2 ppg","Twitter Web Client",-85.1393513,41.079273,"803 S Calhoun St, Fort Wayne, IN 46802, USA","Indiana"
"84","187353947","1104162642283978753",2019-03-08 23:31:02,"Bakocom","County reports seventh flu #Death of the season https://t.co/X0LnB7erXb #Bakersfield 📰 https://t.co/2bJ5xpgKFb","Bakocom",-119.0187125,35.3732921,"1401-1499 Truxtun Ave, Bakersfield, CA 93301, USA","California"
"85","2466314436","1104162508410109953",2019-03-08 23:30:31,"ToriEalem","i'm blowed i got the flu bc i'm missing work which means i'm missing out on my money","Twitter for iPhone",-90.0715323,29.9510658,"337 Carondelet St, New Orleans, LA 70130, USA","Louisiana"
"86","2466314436","1104090525605474304",2019-03-08 18:44:28,"ToriEalem","this the second time i got the flu this year and its only march wtf","Twitter for iPhone",-90.0715323,29.9510658,"337 Carondelet St, New Orleans, LA 70130, USA","Louisiana"
"87","2866878375","1104162486612242433",2019-03-08 23:30:25,"DianeLadylaw","Flu season continues with a second wave of severe flu infections happening, CDC says - CNN https://t.co/6S2Ob7RKIy","Twitter Web Client",-111.0937311,34.0489281,"Young, AZ 85554, USA","Arizona"
"88","258714779","1104162442861522946",2019-03-08 23:30:15,"tuscaloosatimes","Flu cases decline for third straight week  https://t.co/n7Ege1kbsP","SocialPilot Custom Package",-87.5691735,33.2098407,"2436 University Blvd, Tuscaloosa, AL 35401, USA","Alabama"
"89","15080288","1104064327240347648",2019-03-08 17:00:22,"WCCBCharlotte","A child 4 years old or younger and two other young people are listed among the latest flu victims in North Carolina. https://t.co/EeKtcOqBgr  #WCCB #health","Hootsuite Inc.",-80.8431267,35.2270869,"106 S Tryon St, Charlotte, NC 28280, USA","North Carolina"
"90","15080288","1104162435571830785",2019-03-08 23:30:13,"WCCBCharlotte","Health officials say they are watching a recent wave of illnesses caused by a ""nastier flu strain,"" as the current #fluseason appears to be peaking. DETAILS: https://t.co/zGikSpXxXD #news #wccb #health #cdc #flu #virus","Hootsuite Inc.",-80.8431267,35.2270869,"106 S Tryon St, Charlotte, NC 28280, USA","North Carolina"
"91","9625592","1104162390831230976",2019-03-08 23:30:02,"wcax","#Vt Health Department officials warn now is peak time for flu season. Here's how you can protect yourself  https://t.co/hBEFYe4OCz https://t.co/a8UdGInRrD","SocialNewsDesk",-73.212072,44.4758825,"175 Main St, Burlington, VT 05401, USA","Vermont"
"92","16550142","1104162382090326021",2019-03-08 23:30:00,"indystar","A more potent influenza strain is now circulating through Indiana and Indianapolis.
https://t.co/2PofV3HwDG","SocialNewsDesk",-86.158068,39.768403,"Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA","Indiana"
"93","16550142","1104141755841077248",2019-03-08 22:08:03,"indystar","Flu activity continues as nastier strain becomes dominant one circulating https://t.co/o9UdCEQCvp https://t.co/jkELf80GIe","dlvr.it",-86.158068,39.768403,"Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA","Indiana"
"94","705842872310996992","1104161946507636737",2019-03-08 23:28:17,"SweetNeesie","6-in-1 vaccine KILLS 36 infants, reveals “confidential” document – do we need more proof that vaccines are harmful?
If the FLU did this we would know about it!!!!
https://t.co/LSbuL2IHND... https://t.co/rBtrcvuNkc","Gab.ai",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"95","2984972844","1104161706383736832",2019-03-08 23:27:19,"_dee3_","@theerealjustiin Flu??","Twitter for iPad",-91.9623327,30.9842977,"1025 LA-1181, Plaucheville, LA 71362, USA","Louisiana"
"96","201509477","1104161619209322497",2019-03-08 23:26:59,"RonaldMalfi","Tryin' to knock the flu out of me... https://t.co/dfH3sd2dU1","Twitter Web App",-76.4921829,38.9784453,"236 Main St, Annapolis, MD 21401, USA","Maryland"
"97","1245422664","1104161579279568903",2019-03-08 23:26:49,"kbal3259","I just gota say to the abusive asshole in my house &amp; to all who are too irresponsible or lazy or watever to get the flu shot, fuck u. U spread ur germs wen others try to protect themselves against sickness &amp; sometimes life threatening viruses...just Fuck U ! 
😷🤧🤕 
⏳","Twitter for Android",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"98","48048464","1104161549072052224",2019-03-08 23:26:42,"CrystalPepsi","Getting my flu shot and tetanus shot like a good boy. Also getting scolded for my poor diet and drinking habits.","Twitter for iPhone",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"99","14696890","1104161450874920960",2019-03-08 23:26:18,"kimballscott","#HappyInternationalWomensDay! Just felled by the flu, reading an article about how people are biased against humor from women at work. Only way to fight it: be fucking hilarious at work today (and every day)!","Twitter for iPhone",-122.0575434,37.387474,"498 E Evelyn Ave, Mountain View, CA 94043, USA","California"
"100","31740492","1104161349083557889",2019-03-08 23:25:54,"edb87","Someone in this photo has Type A flu. 

And someone else will probably be getting it. https://t.co/0o6ScamHXn","Twitter for iPhone",-91.8318334,37.9642529,"10995 Co Rd 8150, Rolla, MO 65401, USA","Missouri"
"101","2320913282","1104161242363641856",2019-03-08 23:25:29,"SSoderstrom13","@Ivan_Thomas95 Morgan’s flu ass ordered 100 breadsticks with sauce Togo","Twitter for iPhone",-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA","Oklahoma"
"102","145879096","1104161128140234752",2019-03-08 23:25:01,"LindyJo_74","Sorry, I haven't been social the several days. Left work early Wednesday morning feeling horrible and ended up going to the doctor yesterday and I have the Flu. 😷🤒😭 I'm so ready to feel normal again. (whatever that may be) 😫","Twitter for Android",-97.7625441,35.5067215,"1204-1380 Rte 66, Yukon, OK 73099, USA","Oklahoma"
"103","15392053","1103836488188510213",2019-03-08 01:55:01,"CBSSacramento","Flu season isn’t over yet; flu activity is still elevated in California https://t.co/CiQbHzy2Nz","SocialNewsDesk",-121.4943996,38.5815719,"907 9th St, Sacramento, CA 95814, USA","California"
"104","15392053","1104161123723489281",2019-03-08 23:25:00,"CBSSacramento","CDC: Flu season may not have peaked, another wave of severe infections underway https://t.co/ODOX6L25SR","SocialNewsDesk",-121.4943996,38.5815719,"907 9th St, Sacramento, CA 95814, USA","California"
"106","26768251","1104160958153408519",2019-03-08 23:24:21,"aprilist","I won't get into the fact that there's no reason we should pay $300 for an auditory test, that was literally O putting on headphones for 30 seconds. OR $98 to get her the FLU VACCINE.","Twitter Web Client",-71.1151431,42.3097365,"12 South St, Jamaica Plain, MA 02130, USA","Massachusetts"
"107","23730212","1104160853694210048",2019-03-08 23:23:56,"ashleyzarlin","I think the universe is punishing me right now for how many times I’ve said, ”I’m just one stomach flu away from my goal weight.”","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
